customer_id,age,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,support_tickets,tech_support,senior_citizen,partner,dependents,churn
CUST_002901,46,9,55.9,509.77,Month-to-month,Fiber optic,Electronic check,0,No,1,No,No,0
CUST_002902,63,31,82.36,2703.99,One year,Fiber optic,Electronic check,4,Yes,0,No,Yes,0
CUST_002903,67,25,114.52,2588.59,One year,No,Electronic check,0,No,0,No,Yes,0
CUST_002904,53,70,86.27,6201.02,Two year,DSL,Credit card,4,No,0,Yes,No,0
CUST_002905,55,46,115.48,5038.87,Month-to-month,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_002906,67,68,38.76,2490.42,Two year,DSL,Bank transfer,5,Yes,0,Yes,No,0
CUST_002907,53,55,81.88,4132.24,One year,Fiber optic,Bank transfer,1,Yes,0,No,Yes,0
CUST_002908,72,52,102.89,4824.34,One year,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_002909,25,9,70.9,613.06,Month-to-month,Fiber optic,Electronic check,2,No,0,No,No,1
CUST_002910,37,5,56.22,289.35,Month-to-month,No,Mailed check,3,Yes,0,Yes,Yes,0
CUST_002911,24,4,118.48,467.06,Month-to-month,Fiber optic,Mailed check,2,No,0,Yes,Yes,1
CUST_002912,23,43,34.1,1353.78,Month-to-month,Fiber optic,Mailed check,2,No,1,Yes,No,0
CUST_002913,44,15,61.09,914.74,Month-to-month,DSL,Electronic check,2,No,1,Yes,No,1
CUST_002914,30,72,107.34,8227.73,Two year,No,Credit card,7,No,0,No,Yes,0
CUST_002915,41,10,110.05,1174.52,Month-to-month,Fiber optic,Bank transfer,1,No,0,Yes,Yes,1
CUST_002916,42,69,118.04,8277.34,Two year,Fiber optic,Electronic check,0,No,0,No,No,0
CUST_002917,53,49,108.48,5370.75,Month-to-month,Fiber optic,Credit card,4,No,0,Yes,Yes,1
CUST_002918,71,8,25.1,195.41,Two year,Fiber optic,Electronic check,0,Yes,0,No,No,0
CUST_002919,66,5,112.98,563.65,Month-to-month,Fiber optic,Electronic check,1,No,0,Yes,Yes,1
CUST_002920,39,29,62.82,1920.83,One year,DSL,Electronic check,2,No,0,No,No,0
CUST_002921,36,25,85.16,2100.27,One year,DSL,Credit card,0,No,1,No,Yes,0
CUST_002922,61,23,59.43,1460.08,Two year,No,Electronic check,4,Yes,0,No,Yes,0
CUST_002923,25,39,101.37,4043.43,Month-to-month,No,Bank transfer,2,No,0,No,No,1
CUST_002924,48,10,77.59,761.48,Month-to-month,Fiber optic,Bank transfer,4,No,0,No,Yes,1
CUST_002925,42,10,104.55,1133.87,Two year,No,Mailed check,0,No,0,No,No,0
CUST_002926,28,51,39.38,2164.04,Month-to-month,Fiber optic,Mailed check,1,No,1,No,No,0
CUST_002927,53,72,38.5,2715.82,One year,Fiber optic,Electronic check,6,No,0,No,No,0
CUST_002928,36,20,64.04,1342.61,Month-to-month,No,Bank transfer,1,Yes,0,No,No,0
CUST_002929,28,68,20.48,1512.16,Month-to-month,Fiber optic,Mailed check,1,No,0,No,Yes,0
CUST_002930,55,25,89.29,2271.83,One year,Fiber optic,Mailed check,3,Yes,0,No,No,0
CUST_002931,27,25,49.61,1348.69,One year,Fiber optic,Electronic check,3,No,0,Yes,Yes,0
CUST_002932,56,7,75.73,485.56,One year,Fiber optic,Bank transfer,3,No,0,No,No,0
CUST_002933,27,31,27.0,910.34,Month-to-month,DSL,Bank transfer,0,Yes,0,Yes,No,0
CUST_002934,42,36,37.06,1382.65,One year,No,Mailed check,2,Yes,1,Yes,Yes,0
CUST_002935,64,48,82.29,3679.86,Two year,DSL,Mailed check,3,No,1,No,No,0
CUST_002936,31,12,50.57,560.75,Month-to-month,Fiber optic,Electronic check,2,No,0,Yes,No,1
CUST_002937,61,14,41.47,607.37,Month-to-month,DSL,Electronic check,0,No,0,Yes,No,1
CUST_002938,59,32,42.88,1303.38,Month-to-month,Fiber optic,Electronic check,2,No,0,No,No,0
CUST_002939,69,6,41.48,225.69,One year,Fiber optic,Bank transfer,2,No,0,Yes,No,0
CUST_002940,27,11,82.29,851.17,Month-to-month,Fiber optic,Electronic check,2,Yes,0,No,No,1
CUST_002941,58,46,36.77,1557.81,One year,Fiber optic,Electronic check,1,Yes,0,Yes,Yes,0
CUST_002942,71,69,56.27,3626.68,Month-to-month,DSL,Electronic check,3,Yes,0,No,No,0
CUST_002943,61,42,88.79,3750.9,One year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_002944,28,11,71.37,790.27,Two year,DSL,Bank transfer,4,No,0,No,No,0
CUST_002945,64,72,79.73,5681.2,Month-to-month,Fiber optic,Bank transfer,3,Yes,0,Yes,No,0
CUST_002946,24,38,45.09,1797.99,Month-to-month,No,Mailed check,4,No,0,Yes,Yes,0
CUST_002947,51,52,113.27,5319.77,Month-to-month,DSL,Mailed check,1,Yes,0,Yes,No,1
CUST_002948,46,15,61.39,992.5,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_002949,48,42,48.7,2245.79,Month-to-month,DSL,Bank transfer,2,Yes,1,No,No,0
CUST_002950,47,6,110.43,721.51,Two year,No,Credit card,2,No,0,No,Yes,1
CUST_002951,19,46,85.53,3749.53,Month-to-month,No,Credit card,2,Yes,1,Yes,No,0
CUST_002952,46,15,81.39,1313.24,Month-to-month,Fiber optic,Credit card,3,No,0,No,Yes,1
CUST_002953,71,66,108.67,7518.58,Month-to-month,DSL,Credit card,3,Yes,0,No,No,0
CUST_002954,42,4,25.85,103.07,Month-to-month,Fiber optic,Credit card,2,No,0,No,No,0
CUST_002955,33,47,103.77,5353.94,Two year,No,Bank transfer,2,No,0,No,Yes,0
CUST_002956,74,11,87.79,912.98,Month-to-month,DSL,Bank transfer,1,Yes,0,No,No,0
CUST_002957,23,50,56.0,2847.5,Month-to-month,Fiber optic,Bank transfer,4,No,0,No,No,0
CUST_002958,45,36,45.64,1548.89,Month-to-month,No,Electronic check,1,No,1,No,Yes,0
CUST_002959,47,70,30.48,2029.38,Two year,Fiber optic,Mailed check,3,Yes,0,Yes,No,0
CUST_002960,45,47,114.11,5718.68,Two year,Fiber optic,Credit card,4,Yes,0,Yes,No,0
CUST_002961,70,27,34.19,948.26,Month-to-month,Fiber optic,Mailed check,2,No,1,No,Yes,0
CUST_002962,42,7,45.94,335.33,One year,No,Electronic check,3,Yes,0,Yes,No,0
CUST_002963,73,43,89.11,3722.4,One year,Fiber optic,Mailed check,2,Yes,0,Yes,No,0
CUST_002964,21,32,91.02,3159.12,One year,No,Electronic check,2,No,0,No,Yes,0
CUST_002965,59,4,36.08,143.04,Month-to-month,Fiber optic,Mailed check,3,Yes,0,Yes,Yes,0
CUST_002966,51,42,101.41,4112.46,One year,Fiber optic,Mailed check,4,No,0,Yes,No,0
CUST_002967,31,16,71.03,1065.15,One year,No,Mailed check,3,No,0,No,No,0
CUST_002968,30,17,104.85,1698.46,Month-to-month,Fiber optic,Mailed check,3,No,0,Yes,No,0
CUST_002969,59,1,28.73,30.39,Month-to-month,DSL,Electronic check,0,Yes,1,No,No,0
CUST_002970,54,27,24.28,633.71,Month-to-month,DSL,Mailed check,1,No,0,Yes,No,0
CUST_002971,52,16,83.7,1291.4,Month-to-month,No,Electronic check,5,No,0,No,No,1
CUST_002972,20,6,35.0,205.27,Month-to-month,Fiber optic,Mailed check,1,No,0,No,No,0
CUST_002973,52,32,72.49,2239.49,Two year,DSL,Bank transfer,1,No,0,Yes,No,0
CUST_002974,73,16,21.41,344.11,Two year,No,Electronic check,5,No,0,No,No,0
CUST_002975,18,10,97.99,1073.57,Month-to-month,No,Credit card,0,No,0,No,Yes,0
CUST_002976,44,34,109.95,4073.31,Month-to-month,No,Bank transfer,4,No,0,No,No,1
CUST_002977,46,5,103.89,564.54,One year,Fiber optic,Electronic check,1,No,0,Yes,No,0
CUST_002978,69,72,115.84,8512.55,Month-to-month,No,Mailed check,5,Yes,0,No,Yes,1
CUST_002979,34,34,110.31,4114.25,Month-to-month,No,Electronic check,2,Yes,0,No,No,1
CUST_002980,45,72,64.4,4512.32,Two year,DSL,Electronic check,1,No,0,No,No,0
CUST_002981,58,64,59.83,3598.53,Month-to-month,No,Credit card,4,No,0,No,No,0
CUST_002982,21,71,109.62,8414.18,Month-to-month,Fiber optic,Bank transfer,1,No,0,Yes,No,1
CUST_002983,63,40,112.69,4794.99,One year,No,Bank transfer,3,No,0,No,No,0
CUST_002984,64,31,117.28,3555.0,One year,Fiber optic,Bank transfer,2,No,0,No,No,1
CUST_002985,59,52,96.83,4773.7,Month-to-month,Fiber optic,Credit card,2,Yes,0,Yes,No,1
CUST_002986,54,6,40.2,234.92,One year,DSL,Credit card,3,No,0,No,No,0
CUST_002987,60,61,114.5,6889.99,Two year,DSL,Electronic check,5,Yes,0,Yes,Yes,0
CUST_002988,62,24,114.71,2937.35,Month-to-month,DSL,Electronic check,1,No,0,No,Yes,1
CUST_002989,69,1,86.61,84.69,One year,Fiber optic,Mailed check,2,No,0,No,No,1
CUST_002990,42,18,105.73,1895.94,Month-to-month,No,Electronic check,5,No,0,No,No,0
CUST_002991,43,18,76.12,1283.61,Month-to-month,DSL,Mailed check,3,Yes,0,No,Yes,0
CUST_002992,54,2,114.41,239.44,Month-to-month,DSL,Electronic check,2,No,0,No,No,1
CUST_002993,29,49,29.39,1476.67,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,Yes,1
CUST_002994,66,7,106.4,692.29,Month-to-month,DSL,Electronic check,2,Yes,0,No,No,1
CUST_002995,61,61,25.55,1490.82,Two year,DSL,Bank transfer,0,No,0,Yes,No,0
CUST_002996,53,33,53.91,1711.7,Month-to-month,DSL,Mailed check,3,Yes,0,No,No,0
CUST_002997,35,52,33.53,1783.59,Two year,Fiber optic,Electronic check,2,Yes,0,Yes,No,0
CUST_002998,37,25,67.91,1535.19,Month-to-month,Fiber optic,Credit card,0,No,0,No,No,1
CUST_002999,42,10,43.22,439.41,Two year,No,Mailed check,2,No,0,Yes,No,1
CUST_003000,55,13,115.21,1424.85,Month-to-month,DSL,Bank transfer,5,No,0,No,Yes,1
CUST_003001,62,47,75.93,3860.66,Month-to-month,DSL,Credit card,2,No,0,No,Yes,0
CUST_003002,56,52,109.77,6075.87,One year,Fiber optic,Electronic check,2,Yes,0,No,No,0
CUST_003003,71,20,47.81,967.57,One year,No,Electronic check,2,No,0,Yes,No,0
CUST_003004,72,26,22.6,563.83,Month-to-month,Fiber optic,Electronic check,1,No,0,No,No,0
CUST_003005,58,69,97.57,6414.48,Month-to-month,No,Electronic check,5,No,0,No,No,0
CUST_003006,39,62,90.24,5101.12,One year,Fiber optic,Credit card,2,No,1,Yes,Yes,0
CUST_003007,52,30,74.55,2183.58,One year,No,Credit card,3,Yes,0,No,No,0
CUST_003008,42,18,101.53,1698.97,Month-to-month,Fiber optic,Mailed check,1,No,0,No,Yes,1
CUST_003009,53,22,104.01,2347.08,One year,DSL,Bank transfer,0,Yes,0,Yes,No,0
CUST_003010,64,39,78.79,3295.15,Month-to-month,DSL,Credit card,3,Yes,0,No,No,0
CUST_003011,39,41,116.59,4376.4,Month-to-month,Fiber optic,Electronic check,0,No,0,No,No,1
CUST_003012,46,14,91.97,1389.17,One year,No,Electronic check,1,No,0,Yes,Yes,0
CUST_003013,20,5,87.69,430.02,Two year,Fiber optic,Credit card,3,Yes,0,No,No,0
CUST_003014,59,36,56.14,1830.39,Month-to-month,DSL,Bank transfer,3,Yes,0,No,No,0
CUST_003015,45,58,20.23,1075.62,Month-to-month,DSL,Electronic check,6,No,0,Yes,No,0
CUST_003016,44,11,44.09,436.51,Month-to-month,Fiber optic,Mailed check,1,No,0,No,No,1
CUST_003017,48,30,96.39,2944.93,One year,No,Electronic check,4,No,0,Yes,No,0
CUST_003018,30,12,90.99,1041.65,Month-to-month,Fiber optic,Bank transfer,4,No,0,Yes,No,1
CUST_003019,52,18,53.1,949.77,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_003020,60,45,82.56,3885.46,Month-to-month,Fiber optic,Electronic check,3,No,0,No,Yes,0
CUST_003021,37,21,39.53,816.73,Two year,No,Bank transfer,6,No,0,Yes,No,0
CUST_003022,25,19,46.36,827.45,Month-to-month,No,Mailed check,2,No,0,Yes,Yes,1
CUST_003023,40,72,114.74,8819.73,One year,DSL,Bank transfer,1,Yes,0,Yes,No,0
CUST_003024,29,13,61.32,750.34,Month-to-month,Fiber optic,Bank transfer,7,No,0,No,No,1
CUST_003025,39,14,44.5,651.04,Month-to-month,No,Mailed check,1,Yes,0,Yes,Yes,0
CUST_003026,53,67,68.71,4776.3,Month-to-month,No,Electronic check,1,Yes,0,Yes,Yes,0
CUST_003027,24,40,58.7,2489.4,Month-to-month,Fiber optic,Electronic check,2,No,0,No,Yes,0
CUST_003028,60,4,92.95,367.76,Month-to-month,DSL,Bank transfer,5,Yes,0,No,No,1
CUST_003029,30,31,116.21,3911.55,Month-to-month,Fiber optic,Bank transfer,5,Yes,0,No,No,1
CUST_003030,68,41,79.17,2999.95,Month-to-month,Fiber optic,Electronic check,1,Yes,0,No,No,0
CUST_003031,59,19,79.11,1514.08,Month-to-month,DSL,Credit card,0,No,0,No,No,1
CUST_003032,33,40,56.48,2352.58,Month-to-month,No,Credit card,5,No,0,No,No,0
CUST_003033,50,47,76.46,3855.75,Month-to-month,DSL,Electronic check,4,No,0,No,No,1
CUST_003034,24,19,51.93,1016.04,Month-to-month,No,Electronic check,1,No,0,No,No,1
CUST_003035,23,59,20.11,1224.83,Month-to-month,Fiber optic,Mailed check,3,Yes,0,Yes,Yes,0
CUST_003036,72,33,106.61,3843.25,One year,DSL,Electronic check,4,No,0,No,No,0
CUST_003037,63,70,62.94,4327.63,Two year,Fiber optic,Credit card,1,No,0,No,No,0
CUST_003038,26,7,69.21,487.73,One year,Fiber optic,Bank transfer,4,Yes,0,No,No,0
CUST_003039,34,24,28.35,704.08,Month-to-month,No,Electronic check,2,No,0,Yes,No,1
CUST_003040,29,52,103.71,5143.33,Two year,Fiber optic,Mailed check,4,No,0,Yes,Yes,0
CUST_003041,40,65,37.03,2352.67,Two year,DSL,Electronic check,4,No,0,No,No,0
CUST_003042,34,16,61.06,1013.69,Month-to-month,No,Mailed check,1,No,0,Yes,No,1
CUST_003043,36,71,104.03,7229.93,Month-to-month,Fiber optic,Electronic check,5,No,1,No,Yes,0
CUST_003044,48,14,65.78,996.19,One year,DSL,Credit card,5,No,0,Yes,No,0
CUST_003045,28,30,113.12,3440.27,Two year,No,Bank transfer,4,No,1,Yes,No,1
CUST_003046,68,23,40.93,977.99,One year,DSL,Credit card,1,Yes,0,Yes,No,0
CUST_003047,59,31,91.52,2645.3,One year,DSL,Electronic check,5,Yes,1,No,No,0
CUST_003048,61,65,117.8,8377.19,One year,Fiber optic,Mailed check,4,Yes,0,Yes,No,0
CUST_003049,27,53,74.96,4365.67,Two year,Fiber optic,Credit card,2,No,0,Yes,Yes,0
CUST_003050,58,58,89.22,5350.63,Month-to-month,Fiber optic,Mailed check,2,No,0,No,No,0
CUST_003051,65,19,59.32,1061.68,Month-to-month,No,Mailed check,4,Yes,0,No,No,1
CUST_003052,27,69,95.13,6619.85,Two year,DSL,Credit card,1,Yes,0,No,No,0
CUST_003053,60,32,110.89,3263.82,Month-to-month,No,Bank transfer,2,No,0,No,No,1
CUST_003054,38,47,90.31,3867.25,Month-to-month,DSL,Credit card,2,No,0,Yes,No,0
CUST_003055,62,51,113.59,5564.86,Month-to-month,DSL,Mailed check,4,No,0,No,No,0
CUST_003056,45,48,78.87,3575.98,Month-to-month,DSL,Bank transfer,2,Yes,0,Yes,No,0
CUST_003057,63,44,77.71,3732.57,Month-to-month,DSL,Mailed check,5,No,0,Yes,No,0
CUST_003058,26,35,50.46,1853.65,One year,Fiber optic,Mailed check,0,No,0,No,No,0
CUST_003059,40,47,90.96,4457.91,Month-to-month,No,Electronic check,1,No,0,Yes,No,1
CUST_003060,33,66,108.2,7514.68,One year,No,Credit card,2,No,0,No,No,0
CUST_003061,32,29,84.63,2385.41,Month-to-month,Fiber optic,Mailed check,2,No,0,Yes,No,0
CUST_003062,35,37,43.3,1760.3,Two year,DSL,Bank transfer,1,No,0,Yes,Yes,1
CUST_003063,39,13,74.41,982.97,One year,No,Credit card,1,No,0,No,No,0
CUST_003064,25,26,95.59,2340.83,Two year,Fiber optic,Bank transfer,3,No,1,No,No,0
CUST_003065,58,56,113.94,6602.2,Month-to-month,Fiber optic,Electronic check,0,No,1,No,No,1
CUST_003066,49,47,35.66,1693.68,Month-to-month,Fiber optic,Bank transfer,3,Yes,1,Yes,Yes,0
CUST_003067,65,16,32.75,535.43,One year,DSL,Mailed check,3,No,0,Yes,No,0
CUST_003068,58,40,61.29,2337.28,Two year,Fiber optic,Electronic check,1,Yes,0,No,No,0
CUST_003069,26,59,32.56,1953.72,Month-to-month,No,Electronic check,2,No,0,Yes,No,0
CUST_003070,21,9,118.04,971.94,One year,DSL,Bank transfer,2,No,0,Yes,Yes,0
CUST_003071,42,5,62.43,331.84,One year,Fiber optic,Bank transfer,4,Yes,0,No,No,0
CUST_003072,45,29,73.36,2172.08,Month-to-month,No,Credit card,2,No,0,Yes,No,0
CUST_003073,31,48,42.71,2116.92,One year,Fiber optic,Mailed check,4,No,1,Yes,Yes,0
CUST_003074,62,23,64.91,1515.81,Month-to-month,Fiber optic,Mailed check,7,Yes,0,No,No,1
CUST_003075,51,60,118.47,7801.08,Month-to-month,Fiber optic,Electronic check,4,No,1,No,No,1
CUST_003076,60,61,68.87,3850.4,Two year,No,Credit card,1,No,0,Yes,No,0
CUST_003077,24,39,20.88,809.04,Month-to-month,Fiber optic,Credit card,1,Yes,0,No,No,0
CUST_003078,64,28,44.25,1281.48,One year,Fiber optic,Credit card,1,No,0,No,Yes,1
CUST_003079,29,4,117.85,481.04,One year,DSL,Mailed check,3,No,0,No,No,0
CUST_003080,43,60,118.91,7451.25,Two year,No,Electronic check,2,No,0,Yes,No,0
CUST_003081,43,65,41.05,2924.43,Month-to-month,No,Bank transfer,5,Yes,0,No,Yes,0
CUST_003082,64,32,81.53,2600.97,Month-to-month,Fiber optic,Mailed check,7,Yes,0,No,No,1
CUST_003083,33,38,27.69,1114.84,Month-to-month,No,Electronic check,3,Yes,0,Yes,No,0
CUST_003084,31,55,77.74,4273.6,One year,Fiber optic,Electronic check,3,No,0,Yes,Yes,0
CUST_003085,37,51,32.59,1741.95,Month-to-month,No,Electronic check,2,Yes,0,Yes,Yes,0
CUST_003086,38,10,101.87,1018.56,One year,DSL,Mailed check,2,No,0,Yes,Yes,1
CUST_003087,28,49,113.96,5530.26,Month-to-month,DSL,Credit card,2,No,1,Yes,No,1
CUST_003088,28,67,37.3,2731.2,Month-to-month,No,Bank transfer,2,No,1,Yes,Yes,0
CUST_003089,31,55,66.27,3780.1,Two year,Fiber optic,Bank transfer,2,No,1,No,No,0
CUST_003090,44,35,30.2,1095.57,Two year,Fiber optic,Electronic check,3,No,0,No,No,0
CUST_003091,37,38,53.91,2056.57,Month-to-month,Fiber optic,Bank transfer,6,Yes,0,Yes,No,0
CUST_003092,40,19,26.51,460.2,One year,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_003093,58,48,46.45,2166.51,Month-to-month,DSL,Electronic check,4,No,1,Yes,No,0
CUST_003094,31,18,119.02,1949.47,One year,Fiber optic,Mailed check,4,No,0,Yes,Yes,1
CUST_003095,69,25,24.46,640.88,Month-to-month,Fiber optic,Electronic check,3,Yes,1,Yes,No,0
CUST_003096,60,20,105.9,2243.78,Month-to-month,DSL,Credit card,3,No,0,Yes,No,1
CUST_003097,27,25,27.75,628.76,Month-to-month,DSL,Credit card,1,Yes,0,Yes,No,0
CUST_003098,35,27,72.9,1967.85,Month-to-month,Fiber optic,Electronic check,2,No,0,Yes,No,1
CUST_003099,28,6,65.21,422.64,One year,Fiber optic,Bank transfer,6,No,0,No,No,1
CUST_003100,33,52,113.16,5420.77,Month-to-month,Fiber optic,Mailed check,2,Yes,0,No,No,1
CUST_003101,38,32,39.9,1240.38,Month-to-month,Fiber optic,Electronic check,3,No,0,No,Yes,0
CUST_003102,25,69,37.97,2420.22,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,0
CUST_003103,18,14,94.87,1327.77,Month-to-month,DSL,Bank transfer,4,No,0,No,Yes,1
CUST_003104,43,49,92.57,4565.61,One year,Fiber optic,Bank transfer,2,No,0,No,No,0
CUST_003105,57,13,89.92,1143.68,Month-to-month,DSL,Electronic check,2,Yes,0,Yes,No,0
CUST_003106,35,40,22.61,965.42,One year,Fiber optic,Mailed check,4,No,0,No,No,0
CUST_003107,67,36,46.0,1626.1,Two year,DSL,Electronic check,3,No,0,Yes,Yes,0
CUST_003108,39,33,103.99,3163.63,Month-to-month,Fiber optic,Electronic check,1,No,0,Yes,No,1
CUST_003109,69,48,80.09,4072.66,Two year,Fiber optic,Electronic check,2,No,0,No,No,0
CUST_003110,31,60,80.22,4536.84,Month-to-month,No,Electronic check,4,No,0,Yes,Yes,1
CUST_003111,48,23,49.59,1191.55,Month-to-month,Fiber optic,Electronic check,0,No,1,No,Yes,1
CUST_003112,61,62,46.02,2815.88,Month-to-month,No,Mailed check,3,No,1,No,No,0
CUST_003113,21,14,114.66,1514.83,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,1
CUST_003114,71,22,92.78,1877.64,Month-to-month,DSL,Electronic check,6,Yes,0,No,No,1
CUST_003115,38,23,32.69,801.01,Month-to-month,DSL,Electronic check,2,No,0,Yes,No,0
CUST_003116,46,69,113.77,7408.71,Two year,DSL,Credit card,1,Yes,0,No,No,0
CUST_003117,53,9,78.24,772.92,Month-to-month,DSL,Credit card,2,Yes,0,Yes,No,0
CUST_003118,54,29,53.34,1553.87,Two year,DSL,Electronic check,2,No,1,No,Yes,0
CUST_003119,19,31,59.71,1935.13,Month-to-month,Fiber optic,Mailed check,2,No,1,Yes,No,1
CUST_003120,67,58,92.54,5438.44,One year,Fiber optic,Electronic check,1,No,1,No,No,0
CUST_003121,53,35,57.63,2218.05,Month-to-month,Fiber optic,Credit card,6,No,0,No,No,1
CUST_003122,74,70,77.87,5166.91,Month-to-month,DSL,Mailed check,4,Yes,0,Yes,No,0
CUST_003123,44,54,91.05,4809.99,Month-to-month,Fiber optic,Electronic check,6,No,0,No,No,0
CUST_003124,52,51,39.54,2170.88,Two year,DSL,Bank transfer,0,No,0,No,No,0
CUST_003125,43,55,114.42,5904.82,Two year,Fiber optic,Bank transfer,1,Yes,0,No,Yes,0
CUST_003126,68,12,55.62,684.66,Month-to-month,Fiber optic,Electronic check,4,No,0,No,No,0
CUST_003127,65,33,61.94,2206.25,One year,DSL,Electronic check,4,Yes,1,Yes,Yes,0
CUST_003128,69,43,89.85,4243.53,One year,DSL,Mailed check,1,No,0,Yes,Yes,0
CUST_003129,46,16,80.88,1371.74,One year,No,Electronic check,1,No,0,Yes,No,0
CUST_003130,63,9,64.01,526.55,Month-to-month,Fiber optic,Electronic check,1,No,1,Yes,Yes,0
CUST_003131,38,10,84.97,861.22,One year,Fiber optic,Credit card,3,No,0,Yes,No,1
CUST_003132,44,57,110.28,6521.19,One year,DSL,Bank transfer,5,No,0,Yes,No,0
CUST_003133,61,48,100.03,4614.88,Month-to-month,DSL,Bank transfer,3,No,1,No,No,0
CUST_003134,22,21,102.43,2227.28,Month-to-month,Fiber optic,Bank transfer,6,No,0,Yes,No,1
CUST_003135,58,54,45.84,2678.63,Month-to-month,No,Mailed check,1,No,0,Yes,No,0
CUST_003136,18,51,61.94,3251.41,Two year,DSL,Mailed check,1,Yes,0,No,No,0
CUST_003137,51,59,75.38,4441.8,Month-to-month,DSL,Bank transfer,0,No,0,Yes,No,0
CUST_003138,45,66,24.42,1695.15,Month-to-month,No,Electronic check,2,No,0,Yes,Yes,0
CUST_003139,44,64,96.98,5954.4,Month-to-month,Fiber optic,Electronic check,1,No,0,No,No,0
CUST_003140,46,14,52.35,757.57,Two year,DSL,Electronic check,1,No,1,Yes,No,1
CUST_003141,46,56,48.26,2706.2,One year,Fiber optic,Bank transfer,3,Yes,0,Yes,No,0
CUST_003142,41,29,45.93,1361.53,Month-to-month,Fiber optic,Bank transfer,1,Yes,0,No,Yes,0
CUST_003143,43,30,48.34,1447.43,Month-to-month,No,Mailed check,4,Yes,0,No,No,0
CUST_003144,50,47,53.8,2485.57,One year,DSL,Mailed check,4,No,0,No,Yes,1
CUST_003145,61,44,80.48,3223.71,Month-to-month,Fiber optic,Credit card,2,No,0,No,No,1
CUST_003146,49,31,78.36,2488.31,Month-to-month,DSL,Electronic check,3,Yes,0,No,No,0
CUST_003147,54,72,45.57,3594.2,Two year,No,Mailed check,2,Yes,0,Yes,Yes,0
CUST_003148,65,13,40.64,512.92,Month-to-month,No,Bank transfer,1,Yes,0,Yes,No,0
CUST_003149,74,7,102.64,736.4,Month-to-month,No,Bank transfer,2,No,0,No,No,1
CUST_003150,24,3,29.27,91.74,Month-to-month,No,Mailed check,2,No,0,Yes,No,0
CUST_003151,58,59,71.28,4292.77,One year,Fiber optic,Electronic check,0,Yes,0,No,Yes,0
CUST_003152,30,30,72.06,2334.85,One year,DSL,Credit card,3,No,0,No,No,0
CUST_003153,29,32,77.41,2691.13,Month-to-month,DSL,Mailed check,4,Yes,0,No,Yes,0
CUST_003154,63,47,108.57,5481.62,One year,DSL,Credit card,4,No,0,Yes,No,1
CUST_003155,21,32,82.39,2594.63,Two year,Fiber optic,Bank transfer,1,No,0,No,No,0
CUST_003156,66,42,117.36,4574.26,Two year,DSL,Credit card,2,Yes,0,No,Yes,0
CUST_003157,61,5,107.14,525.04,Month-to-month,Fiber optic,Electronic check,3,No,1,Yes,Yes,0
CUST_003158,74,12,41.47,499.93,Month-to-month,Fiber optic,Mailed check,2,No,0,No,No,0
CUST_003159,56,68,44.12,2725.61,Two year,No,Electronic check,1,Yes,0,Yes,Yes,0
CUST_003160,67,33,54.48,1919.49,Month-to-month,Fiber optic,Electronic check,4,Yes,0,No,No,0
CUST_003161,24,13,59.15,828.26,Month-to-month,Fiber optic,Electronic check,1,Yes,1,Yes,No,1
CUST_003162,68,27,75.3,2086.84,Month-to-month,Fiber optic,Mailed check,3,Yes,1,No,No,1
CUST_003163,27,25,43.25,1098.59,Two year,No,Mailed check,5,Yes,1,No,Yes,0
CUST_003164,35,20,42.23,825.57,Month-to-month,Fiber optic,Bank transfer,1,No,0,Yes,No,1
CUST_003165,25,22,58.14,1401.36,Month-to-month,DSL,Electronic check,3,Yes,0,No,No,0
CUST_003166,40,53,87.2,4562.61,One year,DSL,Electronic check,1,No,0,No,No,1
CUST_003167,60,8,88.81,668.73,Month-to-month,No,Mailed check,2,No,0,Yes,No,1
CUST_003168,33,23,117.61,2954.41,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,1
CUST_003169,64,34,40.24,1459.92,Month-to-month,No,Electronic check,3,No,0,No,Yes,0
CUST_003170,52,39,59.29,2232.43,Month-to-month,Fiber optic,Bank transfer,2,No,1,Yes,Yes,1
CUST_003171,53,64,116.47,7541.08,Two year,Fiber optic,Electronic check,4,No,0,Yes,No,0
CUST_003172,71,67,89.0,6064.64,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_003173,42,22,79.23,1874.52,Two year,No,Bank transfer,3,No,0,Yes,No,0
CUST_003174,37,39,73.96,2911.88,Month-to-month,No,Mailed check,6,Yes,0,No,Yes,1
CUST_003175,74,2,27.55,54.2,Month-to-month,Fiber optic,Bank transfer,5,Yes,0,Yes,No,1
CUST_003176,49,45,109.34,5010.66,Month-to-month,DSL,Credit card,2,Yes,0,Yes,No,1
